record_type,player_id,school,season,jersey,name,position,is_goalkeeper,class_year,hometown,height,weight,previous_school,game_id,date,opponent,score,location,conference,division,games_played,games_started,minutes,goals,assists,shots,shots_on_goal,fouls,yellow_cards,red_cards,saves,goals_against,save_percentage,shutouts
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,0,1,0,0,0,0,0,0,0,,,,
game,,Harding,2024,,,,,,,,,,Harding_2024_game_017,09/26/24,at Northeastern St.,2-4,,Great American Conference,Division II,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_017,09/26/24,at Northeastern St.,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_003,09/28/24,at Rogers St.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,0 ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_16,Harding,2024,,,,,,,,,,Harding_2024_game_012,11/09/24,at Northeastern St.,,,,,*,0,2 ,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_17,Harding,2024,17,Kyle Cosenza,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_17,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_17,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_17,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_17,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_17,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_17,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_17,Harding,2024,,,,,,,,,,Harding_2024_game_008,10/17/24,at Ouachita,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_18,Harding,2024,18,Jaffet Rodriguez,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,0,1,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_003,09/28/24,at Rogers St.,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,0 ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_008,10/17/24,at Ouachita,,,,,*,0,1,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,0 ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_18,Harding,2024,,,,,,,,,,Harding_2024_game_012,11/09/24,at Northeastern St.,,,,,*,0,0 ,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_19,Harding,2024,19,Tyler Sterbenz,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_003,09/28/24,at Rogers St.,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,* ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_010,10/24/24,at Fort Hays St.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_19,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_20,Harding,2024,20,Sikan Akpanudo,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_20,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_20,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_20,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_20,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_20,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_20,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_20,Harding,2024,,,,,,,,,,Harding_2024_game_012,11/09/24,at Northeastern St.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_21,Harding,2024,21,Aitor Scholl,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_003,09/28/24,at Rogers St.,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_008,10/17/24,at Ouachita,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,* ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_21,Harding,2024,,,,,,,,,,Harding_2024_game_012,11/09/24,at Northeastern St.,,,,,*,* ,0,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_22,Harding,2024,22,Matthew Sanchez,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_017,09/26/24,at Northeastern St.,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_003,09/28/24,at Rogers St.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_008,10/17/24,at Ouachita,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,0 ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_22,Harding,2024,,,,,,,,,,Harding_2024_game_012,11/09/24,at Northeastern St.,,,,,*,0,0 ,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_23,Harding,2024,23,Jimmy Tuyishime,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_016,09/19/24,at DBU,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_008,10/17/24,at Ouachita,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_009,10/19/24,ROGERS ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_010,10/24/24,at Fort Hays St.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_011,10/26/24,at Newman,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_013,11/02/24,at Southern Nazarene,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_23,Harding,2024,,,,,,,,,,Harding_2024_game_012,11/09/24,at Northeastern St.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_24,Harding,2024,24,Elliott Bracy,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,1,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_003,09/28/24,at Rogers St.,,,,,*,0 ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,0,0 ,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_24,Harding,2024,,,,,,,,,,Harding_2024_game_008,10/17/24,at Ouachita,,,,,*,1,0,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_25,Harding,2024,25,Jake Whittington,Field Player,false,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_001,09/05/24,UNION (TN),,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_002,09/10/24,MISSISSIPPI COL.,,,,,*,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_003,09/28/24,at Rogers St.,,,,,* ,0,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_004,10/03/24,SOUTHERN NAZARENE,,,,,*,* ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_005,10/06/24,DELTA ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_006,10/10/24,NEWMAN,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_007,10/12/24,FORT HAYS ST.,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_008,10/17/24,at Ouachita,,,,,*,*,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,0 ,0,0,0,0,0,0,0,0,,,,
player_game_stat,Harding_2024_player_25,Harding,2024,,,,,,,,,,Harding_2024_game_012,11/09/24,at Northeastern St.,,,,,*,*,0 ,0,0,0,0,0,0,0,,,,
player,Harding_2024_player_30,Harding,2024,30,Caden Morris,Goalkeeper,true,,,,,,,,,,,,,,,,,,,,,,,,,,
player_game_stat,Harding_2024_player_30,Harding,2024,,,,,,,,,,Harding_2024_game_016,09/19/24,at DBU,,,,,*,*,0,0,0,0,0,0,0,0,0,0,.000,0-0
player_game_stat,Harding_2024_player_30,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,*,0,0,0,0,0,0,0,0,0,0,.000,0-0
player_game_stat,Harding_2024_player_30,Harding,2024,,,,,,,,,,Harding_2024_game_016,09/19/24,at DBU,,,,,*,83:10,1,0,0,0,0,0,0,0,.667,1.08,0,11/02/24
player_game_stat,Harding_2024_player_30,Harding,2024,,,,,,,,,,Harding_2024_game_014,11/07/24,OUACHITA,,,,,*,90:00,0,0,0,0,0,0,0,0,.800,0.93,0,Totals
